project_id,account_id,provisioned_at,has_auth,has_storage,has_edge_functions,has_pgvector,time_to_first_query_min,compute_hours,db_size_mb,egress_gb,is_pro_upgrade,pro_upgrade_date,monthly_invoice_usd
proj_0535,acct_0535,2026-08-14,True,True,False,False,17.7,257.69,4700.16,49.07,False,,0.0
proj_0536,acct_0536,2026-08-27,True,True,False,False,15.0,283.62,4675.86,35.89,False,,0.0
proj_0537,acct_0537,2026-07-07,True,False,False,False,25.7,170.03,4207.5,76.05,False,,0.0
proj_0538,acct_0538,2026-09-01,True,True,True,True,21.2,448.23,3156.78,35.93,True,2026-10-12,233.04
proj_0539,acct_0539,2026-07-04,True,True,False,False,15.2,31.5,2707.35,30.77,False,,0.0
proj_0540,acct_0540,2026-08-21,False,True,True,False,21.9,202.75,1066.27,65.38,False,,0.0
proj_0541,acct_0541,2026-08-03,True,True,True,False,15.2,9.53,4536.82,61.84,False,,0.0
proj_0542,acct_0542,2026-06-30,True,False,False,False,3.8,305.61,4178.41,6.4,False,,0.0
proj_0543,acct_0543,2026-08-16,True,False,True,False,13.4,405.76,4911.14,67.84,False,,0.0
proj_0544,acct_0544,2026-07-02,True,False,True,True,6.0,31.61,1376.73,75.76,False,,0.0
proj_0545,acct_0545,2026-06-28,True,True,False,True,3.9,423.68,3066.08,77.77,True,2026-07-30,63.34
proj_0546,acct_0546,2026-09-12,True,True,False,False,13.1,403.71,3865.09,69.24,False,,0.0
proj_0547,acct_0547,2026-08-03,True,True,False,False,2.1,90.0,2504.44,95.03,False,,0.0
proj_0548,acct_0548,2026-08-12,True,True,True,True,16.4,47.84,1815.89,76.11,False,,0.0
proj_0549,acct_0549,2026-08-10,True,False,True,True,4.3,74.61,4220.47,91.15,False,,0.0
proj_0550,acct_0550,2026-09-03,True,True,False,True,13.6,167.15,4027.72,75.84,True,2026-10-21,49.92
proj_0551,acct_0551,2026-07-16,True,True,False,True,7.8,222.41,2903.01,41.91,False,,0.0
proj_0552,acct_0552,2026-08-08,True,True,True,True,13.0,99.98,4457.91,7.35,False,,0.0
proj_0553,acct_0553,2026-09-11,False,True,False,False,12.2,68.2,3601.91,63.2,False,,0.0
proj_0554,acct_0554,2026-09-05,True,True,False,True,4.2,232.77,2096.94,76.03,False,,0.0
proj_0555,acct_0555,2026-08-05,True,False,False,False,5.9,485.07,4276.47,8.65,False,,0.0
proj_0556,acct_0556,2026-09-11,False,True,False,False,1.4,214.06,4364.27,24.78,False,,0.0
proj_0557,acct_0557,2026-07-06,False,True,True,False,1.1,490.09,209.89,47.07,False,,0.0
proj_0558,acct_0558,2026-09-14,True,True,False,False,3.8,247.64,424.63,75.31,False,,0.0
proj_0559,acct_0559,2026-09-05,False,True,True,False,3.6,239.89,1531.13,70.33,False,,0.0
proj_0560,acct_0560,2026-08-28,False,True,True,False,6.4,435.78,3137.79,70.39,True,2026-10-08,58.58
proj_0561,acct_0561,2026-08-02,True,True,False,False,18.8,287.61,1043.66,68.47,False,,0.0
proj_0562,acct_0562,2026-06-24,True,True,False,False,26.8,55.48,1834.3,61.91,False,,0.0
proj_0563,acct_0563,2026-08-30,True,False,False,False,5.0,167.46,2702.77,64.9,False,,0.0
proj_0564,acct_0564,2026-08-13,True,False,True,False,15.6,211.46,281.76,37.28,False,,0.0
proj_0565,acct_0565,2026-07-17,True,True,False,False,14.1,184.07,3369.8,69.32,False,,0.0
proj_0566,acct_0566,2026-07-10,True,False,True,False,6.2,479.13,393.97,16.48,True,2026-07-20,260.76
proj_0567,acct_0567,2026-08-30,True,False,True,False,16.7,66.01,1740.03,44.39,False,,0.0
proj_0568,acct_0568,2026-08-30,True,True,False,False,16.1,167.94,2897.74,65.58,False,,0.0
proj_0569,acct_0569,2026-08-20,True,False,False,False,9.8,65.98,3948.85,17.17,False,,0.0
proj_0570,acct_0570,2026-09-16,True,True,False,True,9.2,478.11,3096.96,16.08,False,,0.0
proj_0571,acct_0571,2026-08-16,False,False,False,False,5.5,118.95,215.35,31.66,True,2026-09-02,200.59
proj_0572,acct_0572,2026-08-16,True,True,True,False,11.8,269.93,821.36,30.16,False,,0.0
proj_0573,acct_0573,2026-09-10,False,False,False,False,5.5,485.08,2735.27,50.74,False,,0.0
proj_0574,acct_0574,2026-07-18,True,True,False,False,17.6,73.54,2830.51,90.69,False,,0.0
proj_0575,acct_0575,2026-09-03,True,False,True,False,9.9,200.81,4205.98,44.6,True,2026-09-07,313.87
proj_0576,acct_0576,2026-07-28,True,True,False,True,1.7,269.21,2232.84,67.16,True,2026-08-30,212.35
proj_0577,acct_0577,2026-07-12,True,False,False,False,11.5,73.97,4270.48,36.96,False,,0.0
proj_0578,acct_0578,2026-09-19,True,True,False,False,7.3,443.9,3710.22,41.56,False,,0.0
proj_0579,acct_0579,2026-07-21,False,False,False,False,5.0,293.59,439.53,20.78,False,,0.0
proj_0580,acct_0580,2026-09-11,True,False,False,True,12.9,457.21,2078.42,55.58,False,,0.0
proj_0581,acct_0581,2026-08-10,True,False,True,False,24.9,151.0,2930.19,49.41,False,,0.0
proj_0582,acct_0582,2026-08-18,True,True,True,False,25.2,236.27,3272.53,89.27,False,,0.0
proj_0583,acct_0583,2026-08-22,False,False,True,False,15.3,485.31,2998.47,36.18,False,,0.0
proj_0584,acct_0584,2026-07-21,False,False,False,False,4.5,256.26,2880.57,84.53,False,,0.0
proj_0585,acct_0585,2026-07-24,True,True,False,False,2.5,180.58,3184.87,95.52,True,2026-08-12,276.57
proj_0586,acct_0586,2026-08-01,True,False,True,True,22.8,271.86,4363.49,82.68,False,,0.0
proj_0587,acct_0587,2026-06-24,True,False,True,False,11.2,71.86,693.38,28.14,False,,0.0
proj_0588,acct_0588,2026-08-17,True,False,True,True,7.4,94.21,4486.31,61.34,False,,0.0
proj_0589,acct_0589,2026-07-09,True,False,True,True,1.5,174.1,3458.34,13.9,False,,0.0
proj_0590,acct_0590,2026-07-03,True,True,False,True,4.7,347.12,3443.36,30.74,False,,0.0
proj_0591,acct_0591,2026-09-16,True,False,True,True,15.0,215.62,989.79,3.28,False,,0.0
proj_0592,acct_0592,2026-06-18,True,False,True,False,1.3,48.25,627.73,60.18,False,,0.0
proj_0593,acct_0593,2026-08-26,True,True,True,False,28.3,474.4,1745.7,16.06,False,,0.0
proj_0594,acct_0594,2026-07-06,True,True,False,False,16.3,357.91,4821.68,17.18,False,,0.0
proj_0595,acct_0595,2026-08-06,False,True,True,False,21.5,183.23,2951.01,43.97,False,,0.0
proj_0596,acct_0596,2026-07-28,False,False,False,False,12.8,380.7,1578.26,46.59,False,,0.0
proj_0597,acct_0597,2026-09-15,True,False,False,True,10.5,57.86,1425.22,60.04,False,,0.0
proj_0598,acct_0598,2026-09-11,True,True,False,False,25.8,447.38,4014.16,93.91,False,,0.0
proj_0599,acct_0599,2026-09-06,False,True,True,False,20.1,42.5,725.4,40.06,False,,0.0
proj_0600,acct_0600,2026-07-16,True,False,True,False,6.8,100.13,4221.71,40.43,False,,0.0
proj_0601,acct_0601,2026-09-07,True,True,False,False,8.9,394.75,3222.72,40.02,False,,0.0
proj_0602,acct_0602,2026-07-11,False,True,True,False,4.5,244.67,1161.8,94.24,True,2026-08-28,50.1
proj_0603,acct_0603,2026-08-28,True,True,True,False,10.5,151.38,3119.93,76.02,False,,0.0
proj_0604,acct_0604,2026-09-21,True,True,False,False,8.6,171.81,4299.76,54.66,False,,0.0
proj_0605,acct_0605,2026-08-07,False,False,True,False,25.7,221.28,189.55,17.69,False,,0.0
proj_0606,acct_0606,2026-08-24,False,True,False,False,12.3,382.01,2848.59,49.06,False,,0.0
proj_0607,acct_0607,2026-08-31,True,False,False,False,15.3,485.44,3088.53,35.28,False,,0.0
proj_0608,acct_0608,2026-08-11,True,True,True,False,24.5,291.98,3828.32,62.52,False,,0.0
proj_0609,acct_0609,2026-08-23,True,True,True,False,8.2,324.04,2966.73,91.04,True,2026-09-12,79.37
proj_0610,acct_0610,2026-07-23,True,True,False,False,17.5,450.7,1340.43,69.6,False,,0.0
proj_0611,acct_0611,2026-08-26,True,True,False,False,3.9,337.56,1686.48,50.28,False,,0.0
proj_0612,acct_0612,2026-09-20,True,True,False,True,19.4,487.05,385.85,85.03,False,,0.0
proj_0613,acct_0613,2026-07-27,True,False,False,True,22.5,45.98,4222.49,9.47,False,,0.0
proj_0614,acct_0614,2026-07-08,True,True,False,False,3.2,411.87,2528.15,29.99,False,,0.0
proj_0615,acct_0615,2026-08-01,True,True,False,False,23.1,90.3,102.83,70.33,False,,0.0
proj_0616,acct_0616,2026-08-19,True,False,False,False,28.2,266.36,3075.97,76.91,False,,0.0
proj_0617,acct_0617,2026-07-27,True,True,True,True,20.9,150.14,2182.59,31.87,False,,0.0
proj_0618,acct_0618,2026-09-16,True,False,True,True,5.7,343.43,1188.29,23.85,True,2026-09-18,141.65
proj_0619,acct_0619,2026-08-27,True,True,False,False,2.1,79.68,690.79,25.84,False,,0.0
proj_0620,acct_0620,2026-07-24,True,True,False,False,2.6,448.25,1576.38,29.8,True,2026-08-20,450.97
proj_0621,acct_0621,2026-07-23,True,False,False,True,17.6,250.12,612.01,66.42,False,,0.0
proj_0622,acct_0622,2026-08-24,True,True,False,False,10.1,416.17,3688.81,80.58,False,,0.0
proj_0623,acct_0623,2026-09-04,True,True,True,True,12.8,431.45,289.07,53.35,False,,0.0
proj_0624,acct_0624,2026-08-31,True,True,False,False,26.5,468.49,1821.36,71.57,False,,0.0
proj_0625,acct_0625,2026-06-23,True,False,True,False,24.2,27.34,4588.11,67.16,False,,0.0
proj_0626,acct_0626,2026-08-12,True,False,True,False,4.5,433.48,4289.66,38.85,False,,0.0
proj_0627,acct_0627,2026-09-02,False,False,True,False,22.9,148.71,4298.49,16.02,False,,0.0
proj_0628,acct_0628,2026-08-02,False,False,False,True,26.1,411.6,4703.07,47.11,False,,0.0
proj_0629,acct_0629,2026-08-26,True,False,False,False,21.3,253.17,1765.76,60.21,False,,0.0
proj_0630,acct_0630,2026-08-13,True,True,True,False,19.3,395.51,689.1,40.07,False,,0.0
proj_0631,acct_0631,2026-08-03,True,True,True,False,23.3,324.59,659.16,59.4,False,,0.0
proj_0632,acct_0632,2026-07-18,True,False,True,True,18.2,163.79,1416.17,8.44,False,,0.0
proj_0633,acct_0633,2026-08-22,False,False,False,True,28.5,461.56,3239.06,62.66,False,,0.0
proj_0634,acct_0634,2026-09-02,True,False,True,False,13.4,130.08,454.42,36.79,False,,0.0
proj_0635,acct_0635,2026-06-22,True,True,False,False,25.0,247.07,1130.17,20.31,False,,0.0
proj_0636,acct_0636,2026-08-03,True,True,True,False,18.4,497.6,1422.01,67.72,False,,0.0
proj_0637,acct_0637,2026-07-07,True,True,False,True,14.1,124.16,2918.69,64.72,True,2026-08-07,88.27
proj_0638,acct_0638,2026-08-24,False,True,True,False,13.3,298.6,374.55,55.7,True,2026-10-23,136.55
proj_0639,acct_0639,2026-06-28,False,False,False,False,22.7,22.76,1275.75,61.97,False,,0.0
proj_0640,acct_0640,2026-08-21,True,True,False,True,6.2,84.93,2469.27,33.92,False,,0.0
proj_0641,acct_0641,2026-09-08,True,True,True,True,2.3,63.94,4359.68,83.48,False,,0.0
proj_0642,acct_0642,2026-08-18,True,False,False,False,8.6,156.51,4464.43,31.55,False,,0.0
proj_0643,acct_0643,2026-08-09,True,False,False,False,6.5,27.28,923.88,47.02,False,,0.0
proj_0644,acct_0644,2026-07-04,True,False,False,True,11.3,354.51,2431.15,49.3,False,,0.0
proj_0645,acct_0645,2026-07-09,True,True,False,True,5.9,254.37,1371.23,89.09,False,,0.0
proj_0646,acct_0646,2026-08-09,True,True,False,True,23.3,338.45,4437.96,2.6,False,,0.0
proj_0647,acct_0647,2026-08-15,True,True,False,False,5.5,40.53,4155.19,65.95,False,,0.0
proj_0648,acct_0648,2026-07-03,True,True,False,False,28.6,162.46,3660.41,73.43,False,,0.0
proj_0649,acct_0649,2026-07-17,True,True,False,False,2.6,35.36,4759.98,38.14,False,,0.0
proj_0650,acct_0650,2026-08-04,True,False,True,True,7.0,194.25,2017.96,64.72,False,,0.0
proj_0651,acct_0651,2026-07-23,True,True,False,False,10.0,342.48,665.12,66.55,False,,0.0
proj_0652,acct_0652,2026-08-31,True,False,False,False,13.3,378.25,4056.86,61.39,False,,0.0
proj_0653,acct_0653,2026-07-11,True,True,False,False,19.8,356.82,4654.03,52.73,False,,0.0
proj_0654,acct_0654,2026-07-05,True,True,False,False,5.3,63.89,4515.49,84.15,False,,0.0
proj_0655,acct_0655,2026-09-04,True,True,False,False,15.8,206.51,2328.64,72.03,False,,0.0
proj_0656,acct_0656,2026-06-25,True,True,False,True,20.2,89.78,919.22,39.3,True,2026-08-21,359.58
proj_0657,acct_0657,2026-07-09,True,True,False,False,8.7,483.36,4358.01,18.72,False,,0.0
proj_0658,acct_0658,2026-06-28,False,True,False,True,4.4,85.87,2390.83,69.18,False,,0.0
proj_0659,acct_0659,2026-08-27,True,False,False,False,28.9,337.55,4025.16,8.76,True,2026-09-09,78.16
proj_0660,acct_0660,2026-08-02,True,True,True,False,5.2,120.89,4212.03,85.82,False,,0.0
proj_0661,acct_0661,2026-07-08,True,True,False,True,5.8,76.21,3515.96,96.39,False,,0.0
proj_0662,acct_0662,2026-09-15,True,True,False,False,2.5,3.94,3155.75,71.31,False,,0.0
proj_0663,acct_0663,2026-07-02,True,True,False,True,15.1,243.05,2959.29,61.15,False,,0.0
proj_0664,acct_0664,2026-07-20,True,True,True,False,17.0,133.92,3245.02,88.91,True,2026-08-29,471.01
proj_0665,acct_0665,2026-08-10,True,True,True,False,14.6,219.06,2543.1,58.77,False,,0.0
proj_0666,acct_0666,2026-08-08,True,True,False,False,25.2,336.55,3675.58,79.6,False,,0.0
proj_0667,acct_0667,2026-07-13,True,True,False,False,4.7,99.74,3032.69,10.09,False,,0.0
proj_0668,acct_0668,2026-07-30,True,True,True,True,26.5,178.52,801.44,82.79,False,,0.0
proj_0669,acct_0669,2026-07-08,False,True,True,True,17.3,243.18,4968.38,78.49,False,,0.0
proj_0670,acct_0670,2026-08-29,False,False,False,False,4.0,25.21,4731.88,79.9,False,,0.0
proj_0671,acct_0671,2026-08-03,False,False,False,False,4.0,281.24,2541.46,16.7,True,2026-08-17,457.72
proj_0672,acct_0672,2026-09-17,True,False,False,False,26.2,77.15,1825.05,81.92,True,2026-09-30,233.58
proj_0673,acct_0673,2026-09-04,True,True,False,False,9.3,85.63,1337.42,71.52,False,,0.0
proj_0674,acct_0674,2026-08-23,True,False,False,True,24.3,206.7,2052.45,45.88,False,,0.0
proj_0675,acct_0675,2026-07-04,False,True,False,False,16.0,34.79,1698.14,40.17,False,,0.0
proj_0676,acct_0676,2026-08-30,True,False,False,False,27.2,28.9,3161.72,71.34,False,,0.0
proj_0677,acct_0677,2026-07-08,True,False,False,False,21.9,156.85,1727.35,82.7,False,,0.0
proj_0678,acct_0678,2026-06-27,True,True,True,False,23.9,326.02,3490.38,88.77,False,,0.0
proj_0679,acct_0679,2026-07-08,True,False,True,False,12.3,359.44,4400.58,52.05,False,,0.0
proj_0680,acct_0680,2026-09-13,True,True,False,False,5.6,13.95,3985.03,59.25,False,,0.0
proj_0681,acct_0681,2026-08-02,True,False,True,True,11.8,313.49,1778.82,4.77,False,,0.0
proj_0682,acct_0682,2026-09-08,True,True,True,False,7.8,372.88,2912.15,71.46,False,,0.0
proj_0683,acct_0683,2026-07-19,True,True,False,False,20.5,357.18,2603.14,24.76,False,,0.0
proj_0684,acct_0684,2026-07-07,False,True,True,False,25.0,40.97,320.35,88.85,False,,0.0
proj_0685,acct_0685,2026-09-05,True,False,False,False,23.6,436.01,2925.68,63.65,False,,0.0
proj_0686,acct_0686,2026-09-14,True,True,True,False,15.1,228.86,4840.48,51.32,False,,0.0
proj_0687,acct_0687,2026-08-02,True,True,True,False,27.7,59.38,4263.07,11.03,False,,0.0
proj_0688,acct_0688,2026-07-13,True,True,True,False,9.8,242.96,3958.11,14.21,False,,0.0
proj_0689,acct_0689,2026-07-14,False,True,True,True,22.5,1.04,2742.21,6.76,True,2026-08-14,297.2
proj_0690,acct_0690,2026-06-25,False,False,False,False,18.6,380.98,2528.77,46.09,False,,0.0
proj_0691,acct_0691,2026-07-16,True,False,True,False,19.1,193.62,4502.22,33.9,True,2026-08-28,447.77
proj_0692,acct_0692,2026-08-30,True,False,False,False,24.1,353.7,2809.61,12.38,False,,0.0
proj_0693,acct_0693,2026-07-11,False,True,False,False,16.1,375.28,2518.17,1.87,False,,0.0
proj_0694,acct_0694,2026-07-27,False,True,True,False,25.3,289.78,432.39,53.35,False,,0.0
proj_0695,acct_0695,2026-06-27,True,False,True,True,1.7,263.95,1916.23,9.1,False,,0.0
proj_0696,acct_0696,2026-06-29,True,True,False,True,28.6,339.3,303.98,96.11,False,,0.0
proj_0697,acct_0697,2026-06-21,True,True,True,False,8.5,470.79,4498.51,5.19,False,,0.0
proj_0698,acct_0698,2026-07-11,True,False,True,True,2.8,232.41,2041.31,48.42,False,,0.0
proj_0699,acct_0699,2026-08-12,False,True,False,False,3.9,381.49,3261.24,12.56,False,,0.0
proj_0700,acct_0700,2026-08-02,True,False,True,False,11.8,492.65,3912.3,53.75,False,,0.0
proj_0701,acct_0701,2026-07-14,True,False,False,False,19.9,83.69,310.27,92.18,False,,0.0
proj_0702,acct_0702,2026-07-29,False,True,True,False,18.0,255.16,236.97,73.92,False,,0.0
proj_0703,acct_0703,2026-07-18,True,False,False,False,30.0,439.14,1062.14,50.48,False,,0.0
proj_0704,acct_0704,2026-07-07,True,False,False,True,20.2,160.82,1061.01,95.9,False,,0.0
proj_0705,acct_0705,2026-07-01,True,True,False,False,20.5,206.58,4477.39,70.33,False,,0.0
proj_0706,acct_0706,2026-08-05,True,False,True,True,25.1,335.81,3364.51,35.3,False,,0.0
proj_0707,acct_0707,2026-08-21,True,False,False,False,4.6,185.24,973.02,0.94,False,,0.0
proj_0708,acct_0708,2026-07-11,True,False,True,False,19.1,404.21,1113.53,98.01,False,,0.0
proj_0709,acct_0709,2026-09-01,True,False,False,True,6.7,410.56,1986.47,86.99,False,,0.0
proj_0710,acct_0710,2026-08-30,True,True,False,False,18.5,87.76,2944.94,74.6,True,2026-10-29,295.7
proj_0711,acct_0711,2026-09-02,False,False,True,False,1.7,484.91,3391.89,61.45,False,,0.0
proj_0712,acct_0712,2026-06-29,True,True,False,False,25.8,161.5,4223.26,40.69,True,2026-08-02,246.63
proj_0713,acct_0713,2026-07-08,True,True,False,True,27.6,266.21,1588.05,39.19,False,,0.0
proj_0714,acct_0714,2026-07-15,False,True,False,False,27.6,98.44,1652.83,6.28,False,,0.0
proj_0715,acct_0715,2026-09-13,True,False,False,False,10.7,125.2,548.12,23.84,False,,0.0
proj_0716,acct_0716,2026-09-02,False,True,True,True,18.4,219.26,487.4,44.65,True,2026-09-06,460.44
proj_0717,acct_0717,2026-07-05,True,False,True,True,27.7,220.96,1514.34,62.62,True,2026-08-18,51.5
proj_0718,acct_0718,2026-07-23,True,True,True,False,7.8,299.79,3302.02,1.06,False,,0.0
proj_0719,acct_0719,2026-09-21,False,False,True,False,23.7,227.04,1647.69,19.25,True,2026-10-30,363.82
proj_0720,acct_0720,2026-07-05,False,True,False,False,15.0,310.43,937.76,13.77,True,2026-07-14,173.04
proj_0721,acct_0721,2026-07-07,True,False,True,False,16.7,72.81,2352.92,60.33,False,,0.0
proj_0722,acct_0722,2026-08-09,True,False,True,True,24.8,279.72,282.49,34.38,False,,0.0
proj_0723,acct_0723,2026-06-25,True,True,False,False,29.5,299.88,1662.42,57.84,False,,0.0
proj_0724,acct_0724,2026-06-26,True,True,False,False,2.2,109.7,28.45,22.3,False,,0.0
proj_0725,acct_0725,2026-08-20,True,False,False,False,22.5,102.66,929.38,98.99,False,,0.0
proj_0726,acct_0726,2026-07-28,True,True,True,False,19.3,456.35,1805.95,97.53,False,,0.0
proj_0727,acct_0727,2026-07-21,True,False,False,False,17.1,89.27,117.25,84.29,False,,0.0
proj_0728,acct_0728,2026-07-29,False,True,False,False,10.8,105.12,2286.46,36.96,False,,0.0
proj_0729,acct_0729,2026-07-14,False,False,False,False,26.5,32.69,730.72,92.42,False,,0.0
proj_0730,acct_0730,2026-08-22,True,False,True,False,19.4,460.51,3817.78,58.73,False,,0.0
proj_0731,acct_0731,2026-06-30,True,True,True,False,26.3,425.75,4842.24,88.58,False,,0.0
proj_0732,acct_0732,2026-07-11,True,False,False,True,12.3,441.21,3758.17,37.43,False,,0.0
proj_0733,acct_0733,2026-06-24,True,True,False,False,15.3,134.17,2010.72,92.12,False,,0.0
proj_0734,acct_0734,2026-07-23,True,False,False,True,7.3,212.51,1891.64,15.72,False,,0.0
proj_0735,acct_0735,2026-09-17,True,True,True,False,11.2,291.98,2331.61,62.11,False,,0.0
proj_0736,acct_0736,2026-07-17,True,True,False,True,1.7,220.84,1335.47,7.59,False,,0.0
proj_0737,acct_0737,2026-07-12,False,True,False,False,27.9,49.2,366.03,3.83,False,,0.0
proj_0738,acct_0738,2026-06-27,True,True,False,False,25.5,95.32,3024.13,13.79,False,,0.0
proj_0739,acct_0739,2026-07-20,True,True,False,False,12.7,202.88,2903.97,65.53,False,,0.0
proj_0740,acct_0740,2026-08-24,False,True,False,True,7.8,293.5,2767.55,46.87,False,,0.0
proj_0741,acct_0741,2026-09-13,True,True,True,False,21.2,104.79,2255.36,55.84,False,,0.0
proj_0742,acct_0742,2026-07-22,True,False,False,False,11.3,112.75,2134.34,75.26,False,,0.0
proj_0743,acct_0743,2026-08-15,True,True,False,False,5.5,476.32,1657.95,62.98,False,,0.0
proj_0744,acct_0744,2026-08-22,False,True,True,False,6.5,54.32,2851.88,45.15,False,,0.0
proj_0745,acct_0745,2026-09-01,True,False,True,False,18.5,13.42,1003.0,91.13,False,,0.0
proj_0746,acct_0746,2026-08-31,True,False,True,True,16.0,85.91,4299.94,41.09,False,,0.0
proj_0747,acct_0747,2026-08-19,True,True,False,False,27.2,103.24,4353.54,30.98,False,,0.0
proj_0748,acct_0748,2026-07-30,True,True,True,True,21.8,229.48,1016.5,99.11,False,,0.0
proj_0749,acct_0749,2026-07-01,True,True,True,False,15.2,231.35,205.03,9.11,False,,0.0
proj_0750,acct_0750,2026-06-28,True,False,False,False,24.9,424.92,2081.11,17.96,False,,0.0
proj_0751,acct_0751,2026-08-14,True,False,True,False,12.4,472.84,1206.08,87.05,False,,0.0
proj_0752,acct_0752,2026-08-04,True,True,False,False,27.4,205.64,3811.69,12.12,False,,0.0
proj_0753,acct_0753,2026-09-12,True,False,False,True,7.0,22.32,143.32,63.89,False,,0.0
proj_0754,acct_0754,2026-09-17,True,False,False,False,1.3,57.34,4586.51,32.71,False,,0.0
proj_0755,acct_0755,2026-07-11,True,True,False,False,13.7,235.39,1402.92,16.14,False,,0.0
proj_0756,acct_0756,2026-09-14,True,True,False,True,20.5,5.61,1373.53,44.07,False,,0.0
proj_0757,acct_0757,2026-07-27,False,True,False,True,19.4,261.44,3316.07,66.0,True,2026-09-10,171.45
proj_0758,acct_0758,2026-08-16,True,True,True,True,8.2,454.38,1007.93,1.6,True,2026-08-17,185.13
proj_0759,acct_0759,2026-08-20,True,True,False,True,25.2,332.05,3622.82,4.4,False,,0.0
proj_0760,acct_0760,2026-08-29,True,False,False,False,12.5,213.94,1169.72,10.59,False,,0.0
proj_0761,acct_0761,2026-07-05,True,True,True,False,2.9,407.54,3253.23,36.9,True,2026-07-19,220.27
proj_0762,acct_0762,2026-07-13,False,True,False,False,25.7,85.73,4795.58,59.99,False,,0.0
proj_0763,acct_0763,2026-08-05,True,False,False,False,19.4,441.98,1596.66,85.16,False,,0.0
proj_0764,acct_0764,2026-08-19,True,False,False,False,22.5,251.71,3526.1,1.33,True,2026-10-07,450.97
proj_0765,acct_0765,2026-09-03,True,True,True,True,5.0,249.36,1018.04,37.57,False,,0.0
proj_0766,acct_0766,2026-07-07,False,True,False,False,10.5,139.06,3221.57,76.05,False,,0.0
proj_0767,acct_0767,2026-08-17,True,True,True,False,10.6,121.12,2701.17,90.66,False,,0.0
proj_0768,acct_0768,2026-08-07,False,False,True,False,16.1,91.77,3152.61,6.46,False,,0.0
proj_0769,acct_0769,2026-06-23,True,False,False,True,6.0,274.42,3978.21,20.44,False,,0.0
proj_0770,acct_0770,2026-08-02,True,True,False,True,6.1,124.48,1433.91,44.83,False,,0.0
proj_0771,acct_0771,2026-07-13,False,True,False,False,12.0,235.36,2119.26,60.94,False,,0.0
proj_0772,acct_0772,2026-08-17,False,False,True,False,25.8,379.43,4608.45,59.52,False,,0.0
proj_0773,acct_0773,2026-09-15,True,True,False,False,18.6,35.97,691.92,46.93,False,,0.0
proj_0774,acct_0774,2026-08-05,True,False,False,False,12.7,207.91,1979.3,74.22,False,,0.0
proj_0775,acct_0775,2026-06-24,True,True,False,True,27.7,192.41,2832.39,19.42,False,,0.0
proj_0776,acct_0776,2026-07-19,True,False,True,False,19.4,184.09,297.95,38.53,False,,0.0
proj_0777,acct_0777,2026-08-06,True,True,False,False,20.6,348.74,3230.21,26.13,False,,0.0
proj_0778,acct_0778,2026-08-27,True,False,False,False,1.4,385.49,3225.54,91.69,False,,0.0
proj_0779,acct_0779,2026-09-11,True,True,False,False,8.3,151.11,4838.74,65.85,False,,0.0
proj_0780,acct_0780,2026-08-14,True,False,False,False,4.2,286.31,3989.69,81.42,False,,0.0
proj_0781,acct_0781,2026-08-20,False,True,True,False,24.7,0.79,358.51,69.63,False,,0.0
proj_0782,acct_0782,2026-07-30,True,True,True,False,6.7,90.99,4742.93,45.07,False,,0.0
proj_0783,acct_0783,2026-09-07,True,False,False,True,29.5,435.81,2209.24,91.3,True,2026-10-18,103.91
proj_0784,acct_0784,2026-08-26,True,True,True,True,7.8,242.6,3805.06,0.95,False,,0.0
proj_0785,acct_0785,2026-08-20,True,False,True,True,24.0,187.83,2605.17,96.21,False,,0.0
proj_0786,acct_0786,2026-08-30,True,True,False,False,26.8,499.72,4086.07,94.1,False,,0.0
proj_0787,acct_0787,2026-07-14,True,False,False,False,1.1,435.27,2015.02,83.54,False,,0.0
proj_0788,acct_0788,2026-09-14,True,False,True,False,24.6,184.21,3095.57,65.89,False,,0.0
proj_0789,acct_0789,2026-09-17,True,True,False,False,10.3,316.89,4368.44,96.96,False,,0.0
proj_0790,acct_0790,2026-07-14,True,True,False,False,11.1,469.54,4707.97,47.61,False,,0.0
proj_0791,acct_0791,2026-07-21,True,True,True,True,16.1,285.95,4285.45,50.46,True,2026-09-10,66.37
proj_0792,acct_0792,2026-07-28,True,True,True,False,8.0,105.82,3768.73,65.97,True,2026-08-25,496.85
proj_0793,acct_0793,2026-06-23,True,False,False,False,7.4,128.81,2386.75,89.75,True,2026-07-02,463.3
proj_0794,acct_0794,2026-08-18,True,False,False,False,23.2,300.34,3223.49,37.7,False,,0.0
proj_0795,acct_0795,2026-06-25,True,False,False,False,7.8,129.55,1461.97,11.14,False,,0.0
proj_0796,acct_0796,2026-09-08,True,True,True,False,28.7,288.46,18.38,6.19,False,,0.0
proj_0797,acct_0797,2026-07-17,False,True,True,False,24.1,259.88,3012.07,22.21,False,,0.0
proj_0798,acct_0798,2026-07-29,True,False,True,True,20.7,73.71,1424.13,74.71,False,,0.0
proj_0799,acct_0799,2026-07-02,True,True,False,True,29.9,353.26,2396.63,82.87,False,,0.0
proj_0800,acct_0800,2026-07-07,True,False,True,False,25.6,467.22,1133.11,73.57,False,,0.0
proj_0801,acct_0801,2026-07-13,False,False,True,False,27.5,79.6,117.61,39.23,False,,0.0
proj_0802,acct_0802,2026-09-20,False,False,True,False,9.2,348.19,983.51,85.63,False,,0.0
proj_0803,acct_0803,2026-08-11,True,False,False,True,28.1,152.04,3276.62,57.72,False,,0.0
