date,channel,region,spend,impressions,clicks,platform_reported_conversions
2026-07-26,paid_social,EU-Central,267.92,17828,269,15
2026-07-26,paid_social,APAC-SG,182.41,14770,679,26
2026-07-26,paid_social,LATAM,203.78,16468,366,20
2026-07-26,developer_sponsorship,US-East,249.44,17017,385,17
2026-07-26,developer_sponsorship,US-West,154.64,9635,181,11
2026-07-26,developer_sponsorship,EU-Central,173.1,15926,244,15
2026-07-26,developer_sponsorship,APAC-SG,196.28,14356,349,13
2026-07-26,developer_sponsorship,LATAM,144.34,8485,290,20
2026-07-26,community_events,US-East,218.74,12468,393,14
2026-07-26,community_events,US-West,203.25,10939,142,2
2026-07-26,community_events,EU-Central,135.58,6990,232,10
2026-07-26,community_events,APAC-SG,126.48,12055,386,20
2026-07-26,community_events,LATAM,136.42,10041,411,17
2026-07-26,organic_direct,US-East,50.04,4433,174,6
2026-07-26,organic_direct,US-West,53.84,4066,105,5
2026-07-26,organic_direct,EU-Central,49.39,4563,192,10
2026-07-26,organic_direct,APAC-SG,31.98,2421,67,2
2026-07-26,organic_direct,LATAM,44.42,3685,179,11
2026-07-27,paid_search,US-East,594.06,40360,756,37
2026-07-27,paid_search,US-West,405.74,27781,325,10
2026-07-27,paid_search,EU-Central,560.09,38121,1097,51
2026-07-27,paid_search,APAC-SG,291.14,28831,662,41
2026-07-27,paid_search,LATAM,354.49,32429,1407,50
2026-07-27,paid_social,US-East,369.58,21691,784,32
2026-07-27,paid_social,US-West,360.36,33071,1014,43
2026-07-27,paid_social,EU-Central,335.97,25472,614,44
2026-07-27,paid_social,APAC-SG,238.11,17645,602,30
2026-07-27,paid_social,LATAM,164.51,9587,125,7
2026-07-27,developer_sponsorship,US-East,198.46,11777,288,18
2026-07-27,developer_sponsorship,US-West,169.62,10434,442,27
2026-07-27,developer_sponsorship,EU-Central,178.0,13161,242,7
2026-07-27,developer_sponsorship,APAC-SG,192.0,9815,115,6
2026-07-27,developer_sponsorship,LATAM,111.53,9087,105,5
2026-07-27,community_events,US-East,132.04,8307,142,11
2026-07-27,community_events,US-West,174.84,13669,146,9
2026-07-27,community_events,EU-Central,148.1,9503,127,5
2026-07-27,community_events,APAC-SG,155.48,14516,244,17
2026-07-27,community_events,LATAM,111.35,9991,427,13
2026-07-27,organic_direct,US-East,65.75,4157,161,6
2026-07-27,organic_direct,US-West,53.46,4251,81,3
2026-07-27,organic_direct,EU-Central,34.43,2069,91,4
2026-07-27,organic_direct,APAC-SG,38.08,2188,30,1
2026-07-27,organic_direct,LATAM,37.41,1943,80,4
2026-07-28,paid_search,US-East,462.31,34262,521,29
2026-07-28,paid_search,US-West,658.08,62417,2558,150
2026-07-28,paid_search,EU-Central,455.95,31241,366,18
2026-07-28,paid_search,APAC-SG,335.08,30195,1255,53
2026-07-28,paid_search,LATAM,368.7,32102,1298,80
2026-07-28,paid_social,US-East,273.11,15483,450,15
2026-07-28,paid_social,US-West,401.09,25735,1159,51
2026-07-28,paid_social,EU-Central,219.62,18768,780,42
2026-07-28,paid_social,APAC-SG,184.97,9315,337,20
2026-07-28,paid_social,LATAM,186.8,12723,205,12
2026-07-28,developer_sponsorship,US-East,204.52,18968,511,21
2026-07-28,developer_sponsorship,US-West,190.37,15996,643,28
2026-07-28,developer_sponsorship,EU-Central,210.65,15614,387,20
2026-07-28,developer_sponsorship,APAC-SG,136.36,8908,211,13
2026-07-28,developer_sponsorship,LATAM,159.81,14822,539,34
2026-07-28,community_events,US-East,174.23,14803,243,7
2026-07-28,community_events,US-West,155.16,10383,332,20
2026-07-28,community_events,EU-Central,151.75,8807,427,8
2026-07-28,community_events,APAC-SG,90.56,5186,243,11
2026-07-28,community_events,LATAM,77.54,4736,62,1
2026-07-28,organic_direct,US-East,55.84,5540,191,9
2026-07-28,organic_direct,US-West,61.98,4950,236,16
2026-07-28,organic_direct,EU-Central,48.79,3510,63,3
2026-07-28,organic_direct,APAC-SG,47.29,3040,34,1
2026-07-28,organic_direct,LATAM,35.33,2175,36,0
2026-07-29,paid_search,US-East,506.13,25313,412,32
2026-07-29,paid_search,US-West,642.29,43455,1121,61
2026-07-29,paid_search,EU-Central,454.79,39496,503,12
2026-07-29,paid_search,APAC-SG,348.28,31863,1484,60
2026-07-29,paid_search,LATAM,447.29,28548,977,30
2026-07-29,paid_social,US-East,452.82,35657,728,32
2026-07-29,paid_social,US-West,252.08,13516,294,22
2026-07-29,paid_social,EU-Central,319.08,31217,1406,96
2026-07-29,paid_social,APAC-SG,250.78,21243,1033,55
2026-07-29,paid_social,LATAM,244.02,21442,1038,49
2026-07-29,developer_sponsorship,US-East,234.34,18592,206,5
2026-07-29,developer_sponsorship,US-West,162.92,13307,662,40
2026-07-29,developer_sponsorship,EU-Central,150.83,9922,478,24
2026-07-29,developer_sponsorship,APAC-SG,112.93,10345,206,5
2026-07-29,developer_sponsorship,LATAM,154.59,14075,183,13
2026-07-29,community_events,US-East,177.47,12010,549,19
2026-07-29,community_events,US-West,209.26,17610,817,40
2026-07-29,community_events,EU-Central,110.67,9602,431,13
2026-07-29,community_events,APAC-SG,98.6,6160,214,6
2026-07-29,community_events,LATAM,80.22,7701,285,17
2026-07-29,organic_direct,US-East,64.1,5654,178,4
2026-07-29,organic_direct,US-West,54.42,4409,130,10
2026-07-29,organic_direct,EU-Central,55.72,5206,154,12
2026-07-29,organic_direct,APAC-SG,49.98,3199,60,3
2026-07-29,organic_direct,LATAM,25.64,2306,67,3
2026-07-30,paid_search,US-East,600.89,41873,1568,47
2026-07-30,paid_search,US-West,707.25,60054,1705,104
2026-07-30,paid_search,EU-Central,318.19,19262,640,25
2026-07-30,paid_search,APAC-SG,427.07,26899,859,29
2026-07-30,paid_search,LATAM,343.98,27743,683,34
2026-07-30,paid_social,US-East,297.48,25296,629,44
2026-07-30,paid_social,US-West,286.37,16894,257,14
2026-07-30,paid_social,EU-Central,226.03,12430,258,8
2026-07-30,paid_social,APAC-SG,230.24,15896,251,19
2026-07-30,paid_social,LATAM,165.84,14972,255,12
2026-07-30,developer_sponsorship,US-East,311.36,28791,883,55
2026-07-30,developer_sponsorship,US-West,257.66,16748,544,29
2026-07-30,developer_sponsorship,EU-Central,169.03,14287,177,12
2026-07-30,developer_sponsorship,APAC-SG,157.75,12855,359,14
2026-07-30,developer_sponsorship,LATAM,128.32,10011,473,16
2026-07-30,community_events,US-East,128.14,7183,321,24
2026-07-30,community_events,US-West,135.2,10653,383,11
2026-07-30,community_events,EU-Central,157.71,10685,394,19
2026-07-30,community_events,APAC-SG,137.03,12946,326,12
2026-07-30,community_events,LATAM,113.3,6485,108,7
2026-07-30,organic_direct,US-East,54.15,4416,145,10
2026-07-30,organic_direct,US-West,40.85,2373,45,1
2026-07-30,organic_direct,EU-Central,39.37,2495,89,3
2026-07-30,organic_direct,APAC-SG,38.68,3602,88,4
2026-07-30,organic_direct,LATAM,44.78,3165,54,1
2026-07-31,paid_search,US-East,682.0,56674,2698,167
2026-07-31,paid_search,US-West,411.42,24004,338,8
2026-07-31,paid_search,EU-Central,552.25,42756,472,20
2026-07-31,paid_search,APAC-SG,463.6,25109,514,15
2026-07-31,paid_search,LATAM,382.51,36060,806,28
2026-07-31,paid_social,US-East,313.38,25485,388,27
2026-07-31,paid_social,US-West,236.66,19684,874,34
2026-07-31,paid_social,EU-Central,266.14,26281,831,30
2026-07-31,paid_social,APAC-SG,232.06,22852,866,26
2026-07-31,paid_social,LATAM,222.3,18129,642,34
2026-07-31,developer_sponsorship,US-East,243.38,19951,446,18
2026-07-31,developer_sponsorship,US-West,225.24,20324,562,23
2026-07-31,developer_sponsorship,EU-Central,154.06,10041,100,6
2026-07-31,developer_sponsorship,APAC-SG,193.4,12995,373,7
2026-07-31,developer_sponsorship,LATAM,175.46,17080,496,10
2026-07-31,community_events,US-East,172.49,11150,214,4
2026-07-31,community_events,US-West,152.49,10763,348,15
2026-07-31,community_events,EU-Central,107.72,9356,239,10
2026-07-31,community_events,APAC-SG,102.93,7319,143,9
2026-07-31,community_events,LATAM,130.83,11824,442,16
2026-07-31,organic_direct,US-East,68.75,6217,164,11
2026-07-31,organic_direct,US-West,44.52,2870,101,5
2026-07-31,organic_direct,EU-Central,38.85,3152,55,1
2026-07-31,organic_direct,APAC-SG,29.19,2240,39,1
2026-07-31,organic_direct,LATAM,30.15,2585,101,3
2026-08-01,paid_search,US-East,474.25,35416,838,32
2026-08-01,paid_search,US-West,648.82,64815,1850,124
2026-08-01,paid_search,EU-Central,404.17,37255,1790,41
2026-08-01,paid_search,APAC-SG,466.16,24971,719,22
2026-08-01,paid_search,LATAM,421.72,38318,1652,45
2026-08-01,paid_social,US-East,417.92,26098,1066,49
2026-08-01,paid_social,US-West,377.05,19484,553,36
2026-08-01,paid_social,EU-Central,273.42,27097,783,47
2026-08-01,paid_social,APAC-SG,212.94,14086,495,11
2026-08-01,paid_social,LATAM,265.12,20161,405,23
2026-08-01,developer_sponsorship,US-East,196.62,18556,826,27
2026-08-01,developer_sponsorship,US-West,168.91,13790,316,9
2026-08-01,developer_sponsorship,EU-Central,155.82,8723,362,7
2026-08-01,developer_sponsorship,APAC-SG,116.03,10346,300,16
2026-08-01,developer_sponsorship,LATAM,129.2,7038,114,2
2026-08-01,community_events,US-East,192.81,18614,928,53
2026-08-01,community_events,US-West,121.42,9984,379,25
2026-08-01,community_events,EU-Central,104.69,6452,317,21
2026-08-01,community_events,APAC-SG,138.48,12501,344,10
2026-08-01,community_events,LATAM,116.92,7939,122,9
2026-08-01,organic_direct,US-East,59.47,4274,93,5
2026-08-01,organic_direct,US-West,44.76,2655,63,4
2026-08-01,organic_direct,EU-Central,38.93,3564,166,8
2026-08-01,organic_direct,APAC-SG,29.65,1712,37,1
2026-08-01,organic_direct,LATAM,32.21,1611,57,2
2026-08-02,paid_search,US-East,486.79,24795,1097,73
2026-08-02,paid_search,US-West,463.8,39910,1449,75
2026-08-02,paid_search,EU-Central,419.62,31976,956,50
2026-08-02,paid_search,APAC-SG,427.13,28246,1006,26
2026-08-02,paid_search,LATAM,354.87,18926,821,22
2026-08-02,paid_social,US-East,440.67,26486,779,20
2026-08-02,paid_social,US-West,344.06,31589,1147,59
2026-08-02,paid_social,EU-Central,302.61,19002,468,26
2026-08-02,paid_social,APAC-SG,178.21,17199,315,15
2026-08-02,paid_social,LATAM,259.11,13991,588,13
2026-08-02,developer_sponsorship,US-East,248.35,24068,641,27
2026-08-02,developer_sponsorship,US-West,247.51,22568,465,10
2026-08-02,developer_sponsorship,EU-Central,133.6,8710,416,32
2026-08-02,developer_sponsorship,APAC-SG,121.32,10464,327,10
2026-08-02,developer_sponsorship,LATAM,142.2,8878,310,9
2026-08-02,community_events,US-East,206.91,14640,208,12
2026-08-02,community_events,US-West,150.94,11008,402,29
2026-08-02,community_events,EU-Central,108.01,6374,166,6
2026-08-02,community_events,APAC-SG,95.39,9531,264,10
2026-08-02,community_events,LATAM,93.35,9295,213,9
2026-08-02,organic_direct,US-East,69.51,4972,194,10
2026-08-02,organic_direct,US-West,57.08,3464,140,10
2026-08-02,organic_direct,EU-Central,38.36,3762,104,4
2026-08-02,organic_direct,APAC-SG,45.43,4504,152,7
2026-08-02,organic_direct,LATAM,45.36,2952,64,2
2026-08-03,paid_search,US-East,728.06,37192,1594,97
2026-08-03,paid_search,US-West,476.07,36982,1192,90
2026-08-03,paid_search,EU-Central,356.77,18511,448,12
2026-08-03,paid_search,APAC-SG,368.1,29119,562,38
2026-08-03,paid_search,LATAM,264.3,18498,864,55
2026-08-03,paid_social,US-East,408.29,36601,619,43
2026-08-03,paid_social,US-West,367.54,28966,1341,74
2026-08-03,paid_social,EU-Central,237.66,20566,679,16
2026-08-03,paid_social,APAC-SG,176.05,15588,372,25
2026-08-03,paid_social,LATAM,199.48,18629,834,28
2026-08-03,developer_sponsorship,US-East,262.0,20990,219,14
2026-08-03,developer_sponsorship,US-West,204.49,13340,155,8
2026-08-03,developer_sponsorship,EU-Central,142.15,10678,201,4
2026-08-03,developer_sponsorship,APAC-SG,182.23,12691,353,19
2026-08-03,developer_sponsorship,LATAM,140.4,8579,185,8
2026-08-03,community_events,US-East,140.28,7592,249,5
2026-08-03,community_events,US-West,155.02,8410,252,16
2026-08-03,community_events,EU-Central,105.06,5961,192,9
2026-08-03,community_events,APAC-SG,130.96,7832,271,17
2026-08-03,community_events,LATAM,89.01,4769,195,7
2026-08-03,organic_direct,US-East,75.27,4100,151,6
2026-08-03,organic_direct,US-West,49.99,3301,111,2
2026-08-03,organic_direct,EU-Central,39.73,3948,136,10
2026-08-03,organic_direct,APAC-SG,38.61,2212,26,1
2026-08-03,organic_direct,LATAM,28.69,1970,79,5
2026-08-04,paid_search,US-East,460.45,24278,1164,88
2026-08-04,paid_search,US-West,671.69,61128,644,39
2026-08-04,paid_search,EU-Central,345.05,25017,272,8
2026-08-04,paid_search,APAC-SG,409.12,24624,761,27
2026-08-04,paid_search,LATAM,346.44,29965,469,29
2026-08-04,paid_social,US-East,255.97,20260,740,16
2026-08-04,paid_social,US-West,264.72,16995,706,40
2026-08-04,paid_social,EU-Central,197.6,16349,168,7
2026-08-04,paid_social,APAC-SG,207.07,19175,698,50
2026-08-04,paid_social,LATAM,149.4,13949,501,16
2026-08-04,developer_sponsorship,US-East,222.82,22021,307,11
2026-08-04,developer_sponsorship,US-West,268.41,20554,358,17
2026-08-04,developer_sponsorship,EU-Central,175.46,16899,183,6
2026-08-04,developer_sponsorship,APAC-SG,162.82,10856,279,8
2026-08-04,developer_sponsorship,LATAM,127.13,8593,300,10
2026-08-04,community_events,US-East,231.65,17388,738,42
2026-08-04,community_events,US-West,202.49,19139,815,17
2026-08-04,community_events,EU-Central,139.45,8926,143,10
2026-08-04,community_events,APAC-SG,131.3,7141,180,13
2026-08-04,community_events,LATAM,112.08,9109,173,5
2026-08-04,organic_direct,US-East,47.5,4680,217,8
2026-08-04,organic_direct,US-West,56.39,3402,52,2
2026-08-04,organic_direct,EU-Central,53.1,4945,110,6
2026-08-04,organic_direct,APAC-SG,40.57,2302,114,8
2026-08-04,organic_direct,LATAM,27.55,2662,124,4
2026-08-05,paid_search,US-East,620.64,60469,891,34
2026-08-05,paid_search,US-West,675.28,58313,2368,172
2026-08-05,paid_search,EU-Central,426.79,30115,834,63
2026-08-05,paid_search,APAC-SG,494.59,47808,1001,66
2026-08-05,paid_search,LATAM,267.42,15841,641,36
2026-08-05,paid_social,US-East,309.64,24260,466,15
2026-08-05,paid_social,US-West,367.1,24949,936,45
2026-08-05,paid_social,EU-Central,270.38,21694,834,35
2026-08-05,paid_social,APAC-SG,290.71,21678,336,10
2026-08-05,paid_social,LATAM,151.06,13327,141,5
2026-08-05,developer_sponsorship,US-East,227.48,19817,981,64
2026-08-05,developer_sponsorship,US-West,162.73,15679,774,55
2026-08-05,developer_sponsorship,EU-Central,178.91,11851,335,11
2026-08-05,developer_sponsorship,APAC-SG,150.87,7859,309,13
2026-08-05,developer_sponsorship,LATAM,124.28,10013,397,22
2026-08-05,community_events,US-East,182.72,17137,710,36
2026-08-05,community_events,US-West,160.21,14635,171,13
2026-08-05,community_events,EU-Central,136.51,9525,375,20
2026-08-05,community_events,APAC-SG,121.16,9878,118,4
2026-08-05,community_events,LATAM,98.58,6430,277,13
2026-08-05,organic_direct,US-East,57.21,4614,56,2
2026-08-05,organic_direct,US-West,43.19,3951,110,6
2026-08-05,organic_direct,EU-Central,34.56,3073,146,9
2026-08-05,organic_direct,APAC-SG,31.25,2208,61,1
2026-08-05,organic_direct,LATAM,36.9,3159,57,2
2026-08-06,paid_search,US-East,510.03,43141,1996,135
2026-08-06,paid_search,US-West,622.06,34945,509,23
2026-08-06,paid_search,EU-Central,412.99,31466,798,53
2026-08-06,paid_search,APAC-SG,402.8,39268,987,42
2026-08-06,paid_search,LATAM,406.33,38850,1267,75
2026-08-06,paid_social,US-East,284.42,26576,455,28
2026-08-06,paid_social,US-West,314.08,20564,837,39
2026-08-06,paid_social,EU-Central,290.49,16231,247,7
2026-08-06,paid_social,APAC-SG,257.65,16143,457,32
2026-08-06,paid_social,LATAM,215.48,10835,490,16
2026-08-06,developer_sponsorship,US-East,252.8,18652,492,12
2026-08-06,developer_sponsorship,US-West,233.21,14513,462,26
2026-08-06,developer_sponsorship,EU-Central,186.22,16994,203,5
2026-08-06,developer_sponsorship,APAC-SG,174.71,9056,399,23
2026-08-06,developer_sponsorship,LATAM,168.39,10932,511,11
2026-08-06,community_events,US-East,171.03,10075,371,21
2026-08-06,community_events,US-West,183.96,14670,608,18
2026-08-06,community_events,EU-Central,131.38,10372,490,12
2026-08-06,community_events,APAC-SG,105.55,7222,181,4
2026-08-06,community_events,LATAM,100.42,7784,169,4
2026-08-06,organic_direct,US-East,67.01,4269,132,6
2026-08-06,organic_direct,US-West,61.46,4953,71,4
2026-08-06,organic_direct,EU-Central,48.48,4816,141,8
2026-08-06,organic_direct,APAC-SG,50.41,5006,107,6
2026-08-06,organic_direct,LATAM,31.15,2375,118,4
2026-08-07,paid_search,US-East,466.7,36464,1122,64
2026-08-07,paid_search,US-West,547.53,32301,1110,69
2026-08-07,paid_search,EU-Central,579.4,29015,317,18
2026-08-07,paid_search,APAC-SG,308.3,28487,1195,95
2026-08-07,paid_search,LATAM,331.95,22137,717,41
2026-08-07,paid_social,US-East,254.44,15281,324,21
2026-08-07,paid_social,US-West,291.94,21993,504,10
2026-08-07,paid_social,EU-Central,300.11,20127,784,44
2026-08-07,paid_social,APAC-SG,172.19,10121,235,9
2026-08-07,paid_social,LATAM,231.73,22201,930,54
2026-08-07,developer_sponsorship,US-East,237.34,19309,882,46
2026-08-07,developer_sponsorship,US-West,198.23,17682,469,30
2026-08-07,developer_sponsorship,EU-Central,216.19,14045,547,21
2026-08-07,developer_sponsorship,APAC-SG,163.45,9874,369,25
2026-08-07,developer_sponsorship,LATAM,172.59,11680,569,20
2026-08-07,community_events,US-East,129.37,12831,449,31
2026-08-07,community_events,US-West,172.03,11952,404,29
2026-08-07,community_events,EU-Central,155.37,13247,299,6
2026-08-07,community_events,APAC-SG,113.8,8518,166,7
2026-08-07,community_events,LATAM,133.4,8111,179,4
2026-08-07,organic_direct,US-East,70.26,6245,290,13
2026-08-07,organic_direct,US-West,39.32,2914,87,2
2026-08-07,organic_direct,EU-Central,56.44,4888,151,10
2026-08-07,organic_direct,APAC-SG,31.44,2942,126,9
2026-08-07,organic_direct,LATAM,38.71,2192,85,4
2026-08-08,paid_search,US-East,676.92,51525,523,39
2026-08-08,paid_search,US-West,611.73,48763,657,31
2026-08-08,paid_search,EU-Central,327.46,24896,905,35
2026-08-08,paid_search,APAC-SG,418.61,27463,1254,49
2026-08-08,paid_search,LATAM,285.43,18219,414,19
2026-08-08,paid_social,US-East,277.41,15941,333,6
2026-08-08,paid_social,US-West,354.34,26824,489,20
2026-08-08,paid_social,EU-Central,240.59,13732,524,19
2026-08-08,paid_social,APAC-SG,203.25,10886,375,15
2026-08-08,paid_social,LATAM,202.9,11464,330,19
2026-08-08,developer_sponsorship,US-East,183.25,9655,261,8
2026-08-08,developer_sponsorship,US-West,232.69,18530,805,49
2026-08-08,developer_sponsorship,EU-Central,192.56,12636,539,33
2026-08-08,developer_sponsorship,APAC-SG,176.4,13525,662,43
2026-08-08,developer_sponsorship,LATAM,137.12,7759,329,24
2026-08-08,community_events,US-East,176.57,12850,480,30
2026-08-08,community_events,US-West,161.57,9950,188,13
2026-08-08,community_events,EU-Central,144.47,13817,354,21
2026-08-08,community_events,APAC-SG,131.89,11796,534,25
2026-08-08,community_events,LATAM,75.41,5562,133,6
2026-08-08,organic_direct,US-East,48.15,4256,145,4
2026-08-08,organic_direct,US-West,41.9,3807,159,6
2026-08-08,organic_direct,EU-Central,49.04,4395,137,6
2026-08-08,organic_direct,APAC-SG,37.92,3073,98,7
2026-08-08,organic_direct,LATAM,32.56,2182,92,5
2026-08-09,paid_search,US-East,702.35,50406,2091,110
2026-08-09,paid_search,US-West,462.93,38483,504,38
2026-08-09,paid_search,EU-Central,470.03,34938,1176,56
2026-08-09,paid_search,APAC-SG,413.22,37644,641,49
2026-08-09,paid_search,LATAM,259.62,14392,612,40
2026-08-09,paid_social,US-East,333.84,24942,908,23
2026-08-09,paid_social,US-West,392.77,37062,1709,99
2026-08-09,paid_social,EU-Central,189.03,10838,173,8
2026-08-09,paid_social,APAC-SG,224.16,17685,315,19
2026-08-09,paid_social,LATAM,186.89,14673,682,26
2026-08-09,developer_sponsorship,US-East,303.84,21796,1074,43
2026-08-09,developer_sponsorship,US-West,165.79,8356,413,18
2026-08-09,developer_sponsorship,EU-Central,139.78,9045,224,11
2026-08-09,developer_sponsorship,APAC-SG,117.1,9973,427,17
2026-08-09,developer_sponsorship,LATAM,170.34,15889,308,19
2026-08-09,community_events,US-East,168.58,11110,281,12
2026-08-09,community_events,US-West,169.47,14087,408,12
2026-08-09,community_events,EU-Central,125.65,12090,527,15
2026-08-09,community_events,APAC-SG,155.82,13011,199,4
2026-08-09,community_events,LATAM,74.49,6411,188,8
2026-08-09,organic_direct,US-East,77.65,4211,150,6
2026-08-09,organic_direct,US-West,53.55,4789,163,7
2026-08-09,organic_direct,EU-Central,36.35,2743,88,4
2026-08-09,organic_direct,APAC-SG,36.53,2165,74,4
2026-08-09,organic_direct,LATAM,42.28,2614,78,3
2026-08-10,paid_search,US-East,616.62,42145,2070,111
2026-08-10,paid_search,US-West,617.61,34375,1005,61
2026-08-10,paid_search,EU-Central,353.36,30588,1509,119
2026-08-10,paid_search,APAC-SG,466.93,34201,449,32
2026-08-10,paid_search,LATAM,263.57,19404,769,59
2026-08-10,paid_social,US-East,268.87,21962,920,35
2026-08-10,paid_social,US-West,241.45,16219,667,32
2026-08-10,paid_social,EU-Central,272.05,19985,786,35
2026-08-10,paid_social,APAC-SG,306.32,27541,594,13
2026-08-10,paid_social,LATAM,263.28,23029,899,48
2026-08-10,developer_sponsorship,US-East,176.84,13025,218,5
2026-08-10,developer_sponsorship,US-West,284.73,25752,900,33
2026-08-10,developer_sponsorship,EU-Central,134.91,10155,447,16
2026-08-10,developer_sponsorship,APAC-SG,124.72,7988,353,7
2026-08-10,developer_sponsorship,LATAM,107.37,6305,212,6
2026-08-10,community_events,US-East,174.24,15749,322,19
2026-08-10,community_events,US-West,163.51,14710,654,26
2026-08-10,community_events,EU-Central,101.34,5802,274,8
2026-08-10,community_events,APAC-SG,119.71,11932,487,16
2026-08-10,community_events,LATAM,101.23,8288,152,9
2026-08-10,organic_direct,US-East,54.42,4468,179,4
2026-08-10,organic_direct,US-West,44.03,3079,67,4
2026-08-10,organic_direct,EU-Central,51.82,3970,100,6
2026-08-10,organic_direct,APAC-SG,39.39,2255,101,2
2026-08-10,organic_direct,LATAM,43.97,3185,118,9
2026-08-11,paid_search,US-East,665.84,34657,1618,94
2026-08-11,paid_search,US-West,700.54,50151,2343,167
2026-08-11,paid_search,EU-Central,405.44,25686,357,21
2026-08-11,paid_search,APAC-SG,373.88,33147,1324,84
2026-08-11,paid_search,LATAM,368.63,22024,517,31
2026-08-11,paid_social,US-East,290.86,22506,830,58
2026-08-11,paid_social,US-West,233.37,12808,181,8
2026-08-11,paid_social,EU-Central,224.55,14408,255,5
2026-08-11,paid_social,APAC-SG,181.24,17566,637,44
2026-08-11,paid_social,LATAM,266.76,21848,837,22
2026-08-11,developer_sponsorship,US-East,291.33,16458,596,44
2026-08-11,developer_sponsorship,US-West,228.72,22496,1031,63
2026-08-11,developer_sponsorship,EU-Central,153.36,11248,533,31
2026-08-11,developer_sponsorship,APAC-SG,200.58,12800,346,25
2026-08-11,developer_sponsorship,LATAM,162.67,10763,177,4
2026-08-11,community_events,US-East,209.93,14514,338,7
2026-08-11,community_events,US-West,210.1,13285,366,18
2026-08-11,community_events,EU-Central,169.72,13665,234,11
2026-08-11,community_events,APAC-SG,94.36,8344,156,9
2026-08-11,community_events,LATAM,130.99,11235,158,3
2026-08-11,organic_direct,US-East,62.57,3912,108,7
2026-08-11,organic_direct,US-West,43.41,3560,168,10
2026-08-11,organic_direct,EU-Central,38.69,3288,151,8
2026-08-11,organic_direct,APAC-SG,40.37,3915,115,5
2026-08-11,organic_direct,LATAM,42.23,3760,155,8
2026-08-12,paid_search,US-East,421.19,41153,1758,86
2026-08-12,paid_search,US-West,572.19,55360,1348,82
2026-08-12,paid_search,EU-Central,423.17,34536,1669,42
2026-08-12,paid_search,APAC-SG,408.31,40033,529,25
2026-08-12,paid_search,LATAM,405.97,33447,570,12
2026-08-12,paid_social,US-East,334.98,19948,754,55
2026-08-12,paid_social,US-West,355.86,24185,323,18
2026-08-12,paid_social,EU-Central,308.12,17561,311,19
2026-08-12,paid_social,APAC-SG,253.38,18867,236,12
2026-08-12,paid_social,LATAM,185.77,14248,617,28
2026-08-12,developer_sponsorship,US-East,311.4,16146,197,13
2026-08-12,developer_sponsorship,US-West,159.65,8925,377,22
2026-08-12,developer_sponsorship,EU-Central,175.5,14725,662,19
2026-08-12,developer_sponsorship,APAC-SG,167.62,16131,185,5
2026-08-12,developer_sponsorship,LATAM,152.92,11248,525,11
2026-08-12,community_events,US-East,201.74,11403,192,4
2026-08-12,community_events,US-West,145.93,13087,369,11
2026-08-12,community_events,EU-Central,142.37,12940,184,9
2026-08-12,community_events,APAC-SG,141.54,8637,364,16
2026-08-12,community_events,LATAM,124.63,12352,458,18
2026-08-12,organic_direct,US-East,77.13,6077,94,6
2026-08-12,organic_direct,US-West,64.67,5704,192,7
2026-08-12,organic_direct,EU-Central,34.76,1983,52,3
2026-08-12,organic_direct,APAC-SG,41.28,2969,139,3
2026-08-12,organic_direct,LATAM,26.6,2456,84,5
2026-08-13,paid_search,US-East,425.63,31644,324,9
2026-08-13,paid_search,US-West,414.42,34226,1556,69
2026-08-13,paid_search,EU-Central,533.0,47238,1780,57
2026-08-13,paid_search,APAC-SG,433.56,33017,874,66
2026-08-13,paid_search,LATAM,373.21,19362,333,16
2026-08-13,paid_social,US-East,457.26,37202,1536,62
2026-08-13,paid_social,US-West,231.9,14327,210,10
2026-08-13,paid_social,EU-Central,204.5,13925,563,29
2026-08-13,paid_social,APAC-SG,199.58,17666,642,23
2026-08-13,paid_social,LATAM,171.41,15397,575,44
2026-08-13,developer_sponsorship,US-East,236.32,13899,511,11
2026-08-13,developer_sponsorship,US-West,239.12,15364,420,16
2026-08-13,developer_sponsorship,EU-Central,212.96,18723,219,14
2026-08-13,developer_sponsorship,APAC-SG,200.79,11805,488,23
2026-08-13,developer_sponsorship,LATAM,107.75,10209,396,22
2026-08-13,community_events,US-East,161.21,9662,358,14
2026-08-13,community_events,US-West,192.62,12771,177,11
2026-08-13,community_events,EU-Central,164.96,11345,213,10
2026-08-13,community_events,APAC-SG,118.88,11237,177,13
2026-08-13,community_events,LATAM,102.16,7086,109,6
2026-08-13,organic_direct,US-East,64.75,6395,115,3
2026-08-13,organic_direct,US-West,61.34,3249,50,3
2026-08-13,organic_direct,EU-Central,43.88,2569,60,4
2026-08-13,organic_direct,APAC-SG,42.49,3801,135,7
2026-08-13,organic_direct,LATAM,28.07,2765,122,3
2026-08-14,paid_search,US-East,728.51,54245,2702,149
2026-08-14,paid_search,US-West,661.21,42290,1657,106
2026-08-14,paid_search,EU-Central,381.6,25324,840,61
2026-08-14,paid_search,APAC-SG,422.03,24244,798,16
2026-08-14,paid_search,LATAM,450.84,23445,675,44
2026-08-14,paid_social,US-East,259.26,19847,578,39
2026-08-14,paid_social,US-West,393.62,28585,560,29
2026-08-14,paid_social,EU-Central,191.01,16539,793,22
2026-08-14,paid_social,APAC-SG,210.59,17348,236,11
2026-08-14,paid_social,LATAM,185.41,15790,699,45
2026-08-14,developer_sponsorship,US-East,171.52,12476,509,36
